,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1893,558790,Queen's Quest 2: Stories of Forgotten Past,Brave Giant LTD,Artifex Mundi,,210,22,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1894,527420,Demon Hunter 3: Revelation,Brave Giant LTD,Artifex Mundi,,228,27,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
1895,396800,12 Labours of Hercules IV: Mother Nature (Platinum Edition),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,,471,57,0,"20,000 .. 50,000",0,0,0,0,149,299,50,2
1896,320760,Tokyo School Life,"M2 Co.,LTD",Dogenzaka Lab,,625,44,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1897,550080,VALKYRIE DRIVE -BHIKKHUNI-,"Meteorise, HONEY∞PARADE GAMES",Marvelous,,1003,179,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,3
1898,257030,Project Nimbus: Complete Edition,"GameCrafterTeam, GameTomo Co., Ltd.","GameTomo Co., Ltd.",,1316,221,0,"20,000 .. 50,000",0,0,0,0,699,699,0,3
1899,1114030,The Room Syndrome,Jesse Carradine,Jesse Carradine?,,307,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1900,898890,Endling - Extinction is Forever,Herobeat Studios,HandyGames,,1447,58,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,8
1901,1342640,Relic Guardians: Complete,victor sette games,victor sette games,,3,0,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1902,1871600,The Great War of Jorth,The Magician (Jason Gale),"Pamela Gale, Workingman Productions (Tyler Workman)",,1,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1903,941540,Candice DeBébé's Scandalous Secrets,Havishamone Games,Havishamone Games,,22,1,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1904,1932180,Dinobreak,Dead Drop Studios LLC,Dead Drop Studios LLC,,21,8,0,"20,000 .. 50,000",0,0,0,0,999,1999,50,2
1905,523730,Sweet Volley High,NewWestGames,NewWestGames,,56,24,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1906,307770,Wildlife Park 2 - Horses,b-alive gmbh,b-alive gmbh,,58,19,0,"20,000 .. 50,000",17,0,17,0,399,399,0,2
1907,432180,Discouraged Workers TEEN,YGGDRASIL STUDIO,YGGDRASIL STUDIO,,60,26,0,"20,000 .. 50,000",280,0,280,0,0,0,0,0
1908,252910,Skyscraper Simulator,Actalogic,Libredia,,87,391,0,"20,000 .. 50,000",20,0,20,0,299,299,0,0
1909,34800,Chronicles of Mystery: The Scorpio Ritual,City Interactive S.A.,City Interactive S.A.,,100,49,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
1910,720150,Shikhondo(食魂徒) - Soul Eater,DeerFarm,DeerFarm,,175,33,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1911,709410,AZURA,CUTE ANIME GIRLS,Tranquility games,,180,104,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
1912,649580,Twins of the Pasture,Dieselmine,Dieselmine,,225,76,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
1913,392970,New York Mysteries: High Voltage Collector's Edition,FIVE-BN GAMES,FIVE-BN GAMES,,242,24,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1914,298560,Captain Forever Remix,"Pixelsaurus Games, Future Crayon",Pixelsaurus Games,,298,68,0,"20,000 .. 50,000",0,0,0,0,999,999,0,2
1915,402260,Dead Secret,Robot Invader,Robot Invader,,463,107,0,"20,000 .. 50,000",165,0,165,0,1499,1499,0,0
1916,547340,LoveKami -Divinity Stage-,MoeNovel,MoeNovel,,485,112,0,"20,000 .. 50,000",671,0,1341,0,1299,1299,0,2
1917,351090,Regency Solitaire,Grey Alien Games,Grey Alien Games,,699,40,0,"20,000 .. 50,000",0,0,0,0,999,999,0,21
1918,494230,Heart's Medicine - Time to Heal,"Blue Giraffe, GameHouse",GameHouse,,805,52,0,"20,000 .. 50,000",0,0,0,0,1799,1799,0,4
1919,502940,"Calm Down, Stalin",Cartboard Games,Cartboard Games,,950,103,0,"20,000 .. 50,000",21,0,21,0,399,399,0,1
1920,2280370,Save The World,Winter Wolves,Winter Wolves,,15,0,0,"20,000 .. 50,000",0,0,0,0,799,799,0,1
1921,1047170,Forgotten Fables: Wolves on the Westwind,"Owned by Gravity, Ulisses Digital",Ulisses Digital,,63,6,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
1922,780820,XOXO Blood Droplets,GB Patch Games,GB Patch Games,,216,22,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1923,1592540,Loretta,Yakov Butuzoff,DANGEN Entertainment,,265,14,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
1924,1508460,Annalynn,Cruise Elroy,Cruise Elroy,,421,5,0,"20,000 .. 50,000",0,0,0,0,499,499,0,2
1925,592480,Knights And Bikes,Foam Sword,"Foam Sword, PLAYISM",,456,41,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,9
1926,1037190,Shipped,Majorariatto,Majorariatto,,572,18,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1927,966430,Neverinth,CreAct Games,Neon Doctrine,,717,301,0,"20,000 .. 50,000",37,0,37,0,1599,1599,0,1
1928,978300,Saints Row: The Third Remastered,"Deep Silver Volition, Sperasoft",Deep Silver,,1688,853,0,"20,000 .. 50,000",541,0,541,0,2999,2999,0,48
1929,1663140,女孩与七匹狼,Asong,Asong,,1,2,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1930,1819660,Eyes Over Us,Curse Box Studios,Curse Box Studios,,13,4,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
1931,1842480,NeuraGun,Whale Rock Games,Whale Rock Games,,77,17,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1932,335010,Steam and Metal,Maltakreuz,Maltakreuz,,59,20,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1933,409370,Monster RPG 2,Nooskewl,Nooskewl,,20,17,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1934,16060,Samantha Swift and the Golden Touch,MumboJumbo,Accelerate Games,,35,58,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1935,656210,ROMBY,Black Lime Studio,Black Lime Studio,,115,49,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1936,31930,Nancy Drew: The White Wolf of Icicle Creek,HeR Interactive,HeR Interactive,,141,50,0,"20,000 .. 50,000",0,0,0,0,699,699,0,7
1937,31880,Nancy Drew: Secret of the Old Clock,HeR Interactive,HeR Interactive,,173,17,0,"20,000 .. 50,000",0,0,0,0,699,699,0,9
1938,483960,Purino Party,Frontwing,Frontwing USA,,186,89,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0
1939,31850,Nancy Drew: Ghost Dogs of Moon Lake,HeR Interactive,HeR Interactive,,191,16,0,"20,000 .. 50,000",0,0,0,0,699,699,0,5
1940,511140,New York Mysteries: The Lantern of Souls Collector's Edition,FIVE-BN GAMES,FIVE-BN GAMES,,211,18,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1941,1100160,Touhou Seirensen ~ Undefined Fantastic Object.,上海アリス幻樂団,"Mediascape Co., Ltd.",,265,13,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,6
1942,723890,Don't Make Love,Maggese,Maggese,,373,65,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
1943,799510,Squidlit,Squidlit Ink.,Squidlit Ink.,,392,37,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
1944,340340,Domestic Dog,Sean Davy,Sean Davy,,394,94,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1945,1708010,The Expanse: A Telltale Series,Deck Nine,Telltale,,675,157,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,56
1946,630060,寇莎梅特：困世迷情 Consummate:Missing World,冷笑黑妖,冷笑黑妖,,1062,58,0,"20,000 .. 50,000",258,0,258,0,99,99,0,4
1947,2441270,Kill The Crows,5minlab Corp.,5minlab Corp.,,1102,61,0,"20,000 .. 50,000",59,0,59,0,499,499,0,20
1948,433100,The Town of Light,LKA,"LKA, Wired Productions",,1980,509,0,"20,000 .. 50,000",251,0,316,0,1899,1899,0,2
1949,1050000,Bear With Me: The Lost Robots,Exordium Games,Maximum Entertainment,,98,14,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1950,1225070,Family Mysteries: Poisonous Promises,Brave Giant LTD,Artifex Mundi,,167,48,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
1951,1212400,Heroines of Swords & Spells,Kirillkrm,Meridian4,,520,31,0,"20,000 .. 50,000",0,0,0,0,699,699,0,1
1952,1335230,Sumire,GameTomo Team,"GameTomo Co., Ltd.",,643,24,0,"20,000 .. 50,000",25,0,25,0,599,599,0,1
1953,1542450,Kosmonavtes: Academy Escape,LKMAD,LKMAD,,5,1,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1954,1520570,DreamCatcher: Reflections Volume 1,Skelebun Studios,Skelebun Studios,,3,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1955,1955100,怯懦 Cowardice,季末月落,季末月落,,3,1,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1956,379980,Panzermadels: Tank Dating Simulator,DEVGRU-P,DEVGRU-P,,1350,117,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1957,2430770,Violet Bricks,Vektro Digital,Vektro Digital,,4,1,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
1958,1913190,Paranormal Motel,SeedWall,SeedWall,,14,17,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
1959,433750,The Grandfather,"Mikeypoo's Games, David Szymanski",Chronicle Games,,87,72,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1960,2572320,3D Survivors,Gokuaku Games,Gokuaku Games,,1,1,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1961,1554160,LIRE,ZheroIsland,ZheroIsland,,22,1,0,"20,000 .. 50,000",0,0,0,0,700,700,0,0
1962,1592340,Underland: The Climb,Minicactus Games,Minicactus Games,,72,5,0,"20,000 .. 50,000",0,0,0,0,99,199,50,0
1963,356580,Aerannis,ektomarch,ektomarch,,92,41,0,"20,000 .. 50,000",0,0,0,0,129,129,0,0
1964,909110,Acid Nimbus,Hernan Caro Vilaburges,Hernan Caro Vilaburges,,168,16,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1965,1502990,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,239,19,0,"20,000 .. 50,000",1,0,1,0,3999,3999,0,24
1966,977460,Steam Prison,Hunex,MangaGamer,,309,48,0,"20,000 .. 50,000",0,0,0,0,3499,3499,0,4
1967,2234690,The Day Before You Gone,Aequalis Studio,Aequalis Studio,,28,11,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
1968,380560,Spandex Force: Champion Rising,KarjaSoft,Volens Nolens Games,,50,29,0,"20,000 .. 50,000",0,0,0,0,49,499,90,0
1969,623070,Delicious - Emily's Miracle of Life,GameHouse,GameHouse,,57,21,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
1970,809000,Art of Murder - FBI Confidential,City Interactive S.A.,City Interactive S.A.,,143,58,0,"20,000 .. 50,000",0,0,0,0,499,499,0,2
1971,350770,Giana Sisters 2D,Kasaa Solution,"HandyGames, Black Forest Games",,162,103,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
1972,637060,Tiny Tales: Heart of the Forest,Brave Giant LTD,Artifex Mundi,,163,47,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
1973,1420810,Touhou Kaeizuka ～ Phantasmagoria of Flower View.,上海アリス幻樂団,"Mediascape Co., Ltd.",,202,4,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,4
1974,202670,Nancy Drew: Alibi in Ashes,HeR Interactive,HeR Interactive,,204,21,0,"20,000 .. 50,000",0,0,0,0,699,699,0,5
1975,252830,Claire,Hailstorm Games,Hailstorm Games,,260,134,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1976,695100,Smoke and Sacrifice,Solar Sail Games Ltd,Curve Games,,329,103,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2
1977,2712540,完蛋！我也能追到美女了！,火花工作室,"火花工作室, 钢爪工作室",,454,280,0,"20,000 .. 50,000",0,0,0,0,99,99,0,21
1978,1243850,This Bed We Made,Lowbirth Games,Lowbirth Games,,924,79,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,23
1979,402620,Kindred Spirits on the Roof,Liar-soft,MangaGamer,,1211,36,0,"20,000 .. 50,000",0,0,0,0,3499,3499,0,9
1980,1820720,The Divine Deception,Themisian,Themisian,,22,1,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
1981,1181640,Project Exhibited,Team Thieves,Breda University of Applied Sciences,,132,24,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
1982,1542280,明星志願2,SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,,241,50,0,"20,000 .. 50,000",0,0,0,0,799,799,0,6
1983,1809710,Adventure Rush,MrBoscheinen,MrBoscheinen,,41,1,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1984,245010,Deathtrap Dungeon,,Square Enix,,82,88,0,"20,000 .. 50,000",0,0,0,0,699,699,0,1
1985,836770,Art of Murder - Cards of Destiny,City Interactive S.A.,City Interactive S.A.,,89,46,0,"20,000 .. 50,000",0,0,0,0,499,499,0,3
1986,31900,Nancy Drew: The Creature of Kapu Cave,HeR Interactive,HeR Interactive,,91,42,0,"20,000 .. 50,000",0,0,0,0,699,699,0,5
1987,2362420,Mass Effect 2 (2010) Edition,BioWare,Electronic Arts,,92,38,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,14
1988,832540,Art of Murder - Hunt for the Puppeteer,City Interactive S.A.,City Interactive S.A.,,96,37,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
1989,273940,Warehouse and Logistics Simulator,app2fun,United Independent Entertainment,,104,173,0,"20,000 .. 50,000",100,0,100,0,599,599,0,0
1990,760460,WEED,CUTE ANIME GIRLS,Tranquility games,,128,103,0,"20,000 .. 50,000",0,0,0,0,99,99,0,1
1991,332390,Undefeated,Aldorlea Games,Aldorlea Games,,138,30,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
1992,279160,Ultionus: A Tale of Petty Revenge,Last Dimension,Last Dimension,,217,108,0,"20,000 .. 50,000",4,0,4,0,699,699,0,1
1993,394600,Mighty Gunvolt,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,271,96,0,"20,000 .. 50,000",0,0,0,0,499,499,0,1
1994,363460,Spermination,Phr00t's Software,Phr00t's Software,,373,63,0,"20,000 .. 50,000",27,0,27,0,199,199,0,0
1995,368640,htoL#NiQ: The Firefly Diary,"Nippon Ichi Software, Inc.","NIS America, Inc.",,407,170,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
1996,267360,MURI,"Ludosity, Remar Games",Ludosity,,430,45,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1997,2726890,Tomorrow's Love Puzzle,柚元(上海)文化传媒有限公司,"柚元(上海)文化传媒有限公司, 优酷视频",,1657,192,0,"20,000 .. 50,000",0,0,0,0,999,999,0,100
1998,1781350,Fireboy & Watergirl: Fairy Tales,Oslo Albet,Oslo Albet,,157,7,0,"20,000 .. 50,000",13,12,13,12,99,99,0,3
1999,681110,Eagle Island Twist,Pixelnicks,Retroware,,171,43,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
2000,1793030,Romancing SaGa -Minstrel Song- Remastered,"Square Enix, Bullets",Square Enix,,208,20,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,89
2001,1079830,Cris Tales,"Dreams Uncorporated, SYCK",Maximum Entertainment,,276,142,0,"20,000 .. 50,000",2802,0,2802,0,3999,3999,0,4
2002,1836860,Neptunia x SENRAN KAGURA: Ninja Wars,"Idea Factory, Compile Heart, Tamsoft",Idea Factory International,,782,157,0,"20,000 .. 50,000",0,0,0,0,4999,4999,0,9
2003,1742930,Looking Up I See Only A Ceiling,silver978,IndieArk,,827,88,0,"20,000 .. 50,000",0,0,0,0,199,199,0,2
2004,1127610,Iris and the Giant,Louis Rigaud,"Goblinz Publishing, Maple Whispering Limited, Mugen Creations",,1040,124,0,"20,000 .. 50,000",0,0,0,0,1799,1799,0,5
2005,970220,Ancra,For7s,For7s,,15,0,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
2006,423740,Save Your Mother,Tuomo Laine,Tuomo's games,,35,17,0,"20,000 .. 50,000",316,0,316,0,299,299,0,0
2007,949670,Event-D,Freedintale Studio,Freedintale Studio,,28,4,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
2008,1697110,Grim Tranquility,"Poorly Timed Games, LLC","Poorly Timed Games, LLC",,4,2,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
2009,1606770,Somniphobia,Ethan Harris-Austin,Ethan Harris-Austin,,10,3,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
2010,1708570,Those Who Came: Healing Solarus,ROLLDBOX GAMES,ROLLDBOX GAMES,,16,5,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,0
2011,1605310,Heltons Haunted Hotel,Anamik Majumdar,Anamik Majumdar,,1,2,0,"20,000 .. 50,000",0,0,0,0,159,399,60,0
2012,1734890,Visual Novel Sisters,Echelon Entertainment,Echelon Entertainment,,30,6,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
2013,416630,True Lover's Knot,Sapphire Dragon Productions,Sapphire Dragon Productions,,49,74,0,"20,000 .. 50,000",237,0,237,0,999,999,0,0
2014,331450,Disney•Pixar Finding Nemo,KnowWonder,Disney,,118,41,0,"20,000 .. 50,000",0,0,0,0,999,999,0,3
2015,31920,Nancy Drew: The Phantom of Venice,HeR Interactive,HeR Interactive,,141,16,0,"20,000 .. 50,000",0,0,0,0,699,699,0,3
2016,338060,Mahjong Pretty Girls Battle,Zoo Corporation,Zoo Corporation,,245,142,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
2017,299540,Heroes Rise: The Prodigy,Choice of Games,Choice of Games,,323,76,0,"20,000 .. 50,000",7,0,7,0,499,499,0,1
2018,390730,Sora,Orange_Juice,Fruitbat Factory,,390,35,0,"20,000 .. 50,000",0,0,0,0,899,899,0,1
2019,522040,Princess Remedy 2: In A Heap of Trouble,Ludosity,Ludosity,,560,52,0,"20,000 .. 50,000",124,0,124,0,499,499,0,0
2020,401810,Poi,PolyKid,PolyKid,,635,64,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
2021,2023880,The Tale of Onogoro,AMATA K.K.,AMATA K.K.,,33,7,0,"20,000 .. 50,000",0,0,0,0,3499,3499,0,0
2022,1038810,GOD WARS The Complete Legend,"DRAGAMI GAMES, LTD.","DRAGAMI GAMES, LTD.",,147,50,0,"20,000 .. 50,000",0,0,0,0,2999,2999,0,8
2023,1274200,Enamored Risks,Crystal Game Works,Crystal Game Works,,148,20,0,"20,000 .. 50,000",0,0,0,0,0,0,0,3
2024,763030,Nelly Cootalot: Spoonbeaks Ahoy! HD,"Alasdair Beckett-King, Application Systems Heidelberg",Application Systems Heidelberg,,153,17,0,"20,000 .. 50,000",0,0,0,0,199,199,0,1
2025,1829470,Melody's Escape 2,Icetesy,Icetesy,,231,18,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
2026,1163070,RaiOhGar: Asuka and the King of Steel,GapTax,Kagura Games,,241,42,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
2027,910630,Arcade Spirits,Fiction Factory Games,PQube,,501,28,0,"20,000 .. 50,000",13,0,13,0,1999,1999,0,2
2028,2130540,目盲/Blind,GOCORE,GOCORE,,634,84,0,"20,000 .. 50,000",0,0,0,0,299,299,0,5
2029,1881420,Cardfight!! Vanguard Dear Days,"FURYU Corporation, LANCARSE Ltd.",Bushiroad Inc.,,768,143,0,"20,000 .. 50,000",0,0,0,0,6999,6999,0,61
2030,1097580,CUSTOM ORDER MAID 3D2 It's a Night Magic,KISS,S-court,,1185,231,0,"20,000 .. 50,000",278,0,278,0,4000,4000,0,17
2031,1202650,Gift Girl,3DPet,3DPet,,387,186,0,"20,000 .. 50,000",0,0,0,0,79,199,60,0
2032,2340190,Beyond Polaris Guardian,StormZ Entertainement,StormZ Entertainement,,0,1,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0
2033,2146520,Love Spell: Aslan's Story,Great Gretuski Studios LLC,Great Gretuski Studios LLC,,10,0,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
2034,1054300,the fairytale of DEATH,"Frank Gallinsky, Yuri Bechthold",f.y.g.b. Studios,,16,18,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
2035,824090,TailQuest Defense,Kivano,"Kivano, Kurki.games",,36,2,0,"20,000 .. 50,000",0,0,0,0,999,999,0,3
2036,1082220,Outbreak: Epidemic,Dead Drop Studios LLC,Dead Drop Studios LLC,,49,44,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
2037,549240,Beans: The Coffee Shop Simulator,Whitethorn Games,Whitethorn Games,,112,46,0,"20,000 .. 50,000",337,0,337,0,499,499,0,0
2038,1624570,Midnight Calling: Jeronimo Collector's Edition,Elephant Games,Big Fish Games,,11,1,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
2039,686500,Sylvio 2,Stroboskop,Stroboskop,,43,27,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,0
2040,16020,Samantha Swift and the Hidden Roses of Athena,MumboJumbo,Accelerate Games,,47,35,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
2041,57000,NyxQuest: Kindred Spirits,Over the Top Games,Over the Top Games,,111,12,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0
2042,42220,Nancy Drew: The Captive Curse,HeR Interactive,HeR Interactive,,163,21,0,"20,000 .. 50,000",0,0,0,0,699,699,0,10
2043,404080,Murder,Peter Moorhead,CDP,,191,200,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
2044,622060,XOXO Droplets,GB Patch Games,GB Patch Games,,215,74,0,"20,000 .. 50,000",0,0,0,0,0,0,0,5
2045,292480,Magical Battle Festa,Fly System,PLAYISM,,233,141,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
2046,31810,Nancy Drew: Last Train to Blue Moon Canyon,HeR Interactive,HeR Interactive,,296,9,0,"20,000 .. 50,000",0,0,0,0,699,699,0,11
2047,2618840,末世少女 Zombie Girl,Utopia Studio,Utopia Game,,415,385,0,"20,000 .. 50,000",155,0,155,0,699,699,0,4
2048,303290,OZMAFIA!!,Poni-Pachet SY,MangaGamer,,522,108,0,"20,000 .. 50,000",653,0,653,0,3499,3499,0,2
2049,2105670,Single Player: Horror,Paul Windmill-Sear,Paul Windmill-Sear,,3,5,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
2050,2209660,Awaken,"Beijing Xianfan Culture Co., Ltd.","Beijing Xianfan Culture Co., Ltd.",,14,8,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0
2051,2114790,AIdventure,Lyaaaaa Games,Lyaaaaa Games,,22,10,0,"20,000 .. 50,000",0,0,0,0,1200,1200,0,0
2052,1120360,At Home Alone II,阿正不经,0Cube,,188,25,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
2053,995230,FREEDIVER: Triton Down,Archiact,Archiact,,262,51,0,"20,000 .. 50,000",0,0,0,0,899,899,0,0
2054,1137450,ENCODYA,Chaosmonger Studio,Assemble Entertainment,,318,83,0,"20,000 .. 50,000",192,0,192,0,2499,2499,0,0
2055,1590660,Mr. Hopp's Playhouse 2,Moonbit,Moonbit,,503,37,0,"20,000 .. 50,000",0,0,0,0,399,399,0,1
2056,1144440,UnderParty,SekaiFrieden,SekaiFrieden,,625,100,0,"20,000 .. 50,000",0,0,0,0,699,699,0,3
2057,2081400,Gal Guardians: Demon Purge,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,682,166,0,"20,000 .. 50,000",54,0,54,0,2499,2499,0,10
2058,1278390,Succumate,Dojin Otome,Kagura Games,,686,134,0,"20,000 .. 50,000",266,0,478,0,1499,1499,0,13
2059,2069040,Unboxing the Cryptic Killer,Eleven Puzzles,Eleven Puzzles,,830,68,0,"20,000 .. 50,000",126,0,126,0,599,599,0,35
2060,1087760,The Gunk,Image &amp; Form Games,Thunderful Publishing,,1029,173,0,"20,000 .. 50,000",0,0,0,0,2499,2499,0,19
2061,1726190,No Straight Roads: Encore Edition,Metronomik,Fireshine Games,,1117,110,0,"20,000 .. 50,000",101,0,101,0,2499,2499,0,18
2062,362160,Sydney's World,Wise Dad Games,Wise Dad Games,,42,6,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
2063,1782030,Universal Enemies,Uniene Team,Nap Harmonia,,1,0,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0
2064,1722390,Osylla,Facundo Aviusso,Facundo Aviusso,,9,4,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
2065,1145800,Marisa's Inconceivable Journey,Dark Sky Empire,Dark Sky Empire,,1,2,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
2066,460160,The Leisure of Grisaia,Frontwing,Frontwing USA,,259,24,0,"20,000 .. 50,000",344,0,344,0,299,299,0,0
2067,1001140,Angry Birds VR: Isle of Pigs,Resolution Games,Resolution Games,,299,35,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,6
2068,629000,Lydia,Platonic Partnership,"Platonic Partnership, Nakana.io",,504,62,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0
2069,2428780,The Last Stand at Camp Zombie,Sweet Dreams Studio,Sweet Dreams Studio,,7,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
2070,385360,Super Trench Attack 2,Retro Army Limited,paulstephendavis,,75,49,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
2071,865850,Dehumanized,BurningDust Games,SakuraGame,,85,43,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0
2072,31800,Nancy Drew: Danger by Design,HeR Interactive,HeR Interactive,,107,29,0,"20,000 .. 50,000",0,0,0,0,699,699,0,6
2073,216210,Secret Files 3,Animation Arts,Ravenscourt,,108,44,0,"20,000 .. 50,000",0,0,0,0,999,999,0,3
2074,418150,The Madness of Little Emma,Bartosz Bojarowski,Bartosz Bojarowski,,116,28,0,"20,000 .. 50,000",0,0,0,0,899,899,0,1
2075,589690,Queen's Quest 3: The End of Dawn,Brave Giant LTD,Artifex Mundi,,121,35,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
2076,517320,GunGirl 2,BlueEagle Productions,Paul Schneider,,134,13,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0
2077,857060,CCCP CALLS!,CUTE ANIME GIRLS,Tranquility games,,135,116,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0
2078,31860,Nancy Drew: Legend of the Crystal Skull,HeR Interactive,HeR Interactive,,159,15,0,"20,000 .. 50,000",0,0,0,0,699,699,0,8
2079,233410,Tomb Raider - The Final Hours Digital Book,Geoff Keighley,Geoff Keighley,,163,20,0,"20,000 .. 50,000",2,0,2,0,199,199,0,0
2080,241760,Kill to Collect,Pieces Interactive,"HandyGames, Pieces Interactive",,195,84,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
2081,352070,Fort Meow,Upper Class Walrus,Upper Class Walrus,,243,15,0,"20,000 .. 50,000",0,0,0,0,799,799,0,1
